"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 2",16,0,3785558,76,27,"gemm_prefetch",76,1248672533531270,1248672533535590,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,75,27,"gemm_prefetch",75,1248672533413189,1248672533417469,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,74,27,"gemm_prefetch",74,1248672533299588,1248672533309228,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,73,27,"gemm_prefetch",73,1248672533188507,1248672533193987,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,72,27,"gemm_prefetch",72,1248672533071507,1248672533080627,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,71,27,"gemm_prefetch",71,1248672532961426,1248672532965186,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,70,27,"gemm_prefetch",70,1248672532853745,1248672532858705,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,69,27,"gemm_prefetch",69,1248672532734385,1248672532739465,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,68,27,"gemm_prefetch",68,1248672532622944,1248672532635904,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,67,27,"gemm_prefetch",67,1248672532509103,1248672532514703,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,66,27,"gemm_prefetch",66,1248672532411103,1248672532414983,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,65,27,"gemm_prefetch",65,1248672532147261,1248672532156261,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,64,27,"gemm_prefetch",64,1248672532037220,1248672532046340,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,63,27,"gemm_prefetch",63,1248672531925340,1248672531934300,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,62,27,"gemm_prefetch",62,1248672531816339,1248672531820659,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,61,27,"gemm_prefetch",61,1248672531703098,1248672531712138,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,60,27,"gemm_prefetch",60,1248672531592298,1248672531597978,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,59,27,"gemm_prefetch",59,1248672531482617,1248672531487097,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,58,27,"gemm_prefetch",58,1248672531349016,1248672531353576,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,57,27,"gemm_prefetch",57,1248672531244495,1248672531247575,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,56,27,"gemm_prefetch",56,1248672531127655,1248672531132455,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,55,27,"gemm_prefetch",55,1248672531008694,1248672531017694,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,54,27,"gemm_prefetch",54,1248672530899933,1248672530904653,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,53,27,"gemm_prefetch",53,1248672530792533,1248672530795813,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,52,27,"gemm_prefetch",52,1248672530675812,1248672530680612,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,51,27,"gemm_prefetch",51,1248672530568251,1248672530572451,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,50,27,"gemm_prefetch",50,1248672530450930,1248672530456010,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,49,27,"gemm_prefetch",49,1248672530343530,1248672530347730,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,48,27,"gemm_prefetch",48,1248672530226369,1248672530231289,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,47,27,"gemm_prefetch",47,1248672530115688,1248672530118688,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,46,27,"gemm_prefetch",46,1248672529998968,1248672530003288,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,45,27,"gemm_prefetch",45,1248672529887967,1248672529892447,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,44,27,"gemm_prefetch",44,1248672529764726,1248672529768766,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,43,27,"gemm_prefetch",43,1248672529658406,1248672529662766,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,42,27,"gemm_prefetch",42,1248672529542165,1248672529546285,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,41,27,"gemm_prefetch",41,1248672529430804,1248672529439684,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,40,27,"gemm_prefetch",40,1248672529320563,1248672529325043,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,39,27,"gemm_prefetch",39,1248672529207163,1248672529211643,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,38,27,"gemm_prefetch",38,1248672529089322,1248672529093962,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,37,27,"gemm_prefetch",37,1248672528981401,1248672528985681,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,36,27,"gemm_prefetch",36,1248672528861881,1248672528866241,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,35,27,"gemm_prefetch",35,1248672528748440,1248672528752160,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,34,27,"gemm_prefetch",34,1248672528630759,1248672528635559,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,33,27,"gemm_prefetch",33,1248672528519958,1248672528524358,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,32,27,"gemm_prefetch",32,1248672528401198,1248672528406038,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,31,27,"gemm_prefetch",31,1248672528288797,1248672528293037,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,30,27,"gemm_prefetch",30,1248672528158836,1248672528163556,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,29,27,"gemm_prefetch",29,1248672528052676,1248672528056676,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,28,27,"gemm_prefetch",28,1248672527929715,1248672527935395,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,27,27,"gemm_prefetch",27,1248672527816794,1248672527822434,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,26,27,"gemm_prefetch",26,1248672527691633,1248672527696833,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,25,27,"gemm_prefetch",25,1248672527574433,1248672527578913,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,24,27,"gemm_prefetch",24,1248672527445512,1248672527450952,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,23,27,"gemm_prefetch",23,1248672527328431,1248672527332951,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,22,27,"gemm_prefetch",22,1248672527203590,1248672527208950,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,21,27,"gemm_prefetch",21,1248672527088990,1248672527093510,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,20,27,"gemm_prefetch",20,1248672526961669,1248672526967229,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,19,27,"gemm_prefetch",19,1248672526814788,1248672526820028,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,18,27,"gemm_prefetch",18,1248672526744267,1248672526748987,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,17,27,"gemm_prefetch",17,1248672526682067,1248672526686667,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,16,27,"gemm_prefetch",16,1248672526618627,1248672526622947,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,15,27,"gemm_prefetch",15,1248672526555706,1248672526559266,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,14,27,"gemm_prefetch",14,1248672526491106,1248672526495266,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,13,27,"gemm_prefetch",13,1248672526423345,1248672526428186,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,12,27,"gemm_prefetch",12,1248672526357145,1248672526361505,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,11,27,"gemm_prefetch",11,1248672526289305,1248672526293825,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,10,27,"gemm_prefetch",10,1248672526221584,1248672526225664,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,9,27,"gemm_prefetch",9,1248672526143984,1248672526149784,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,8,27,"gemm_prefetch",8,1248672526073223,1248672526078103,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,7,27,"gemm_prefetch",7,1248672525999303,1248672526005463,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,6,27,"gemm_prefetch",6,1248672525921222,1248672525925182,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,5,27,"gemm_prefetch",5,1248672525840422,1248672525845062,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,83,27,"gemm_prefetch",83,1248672534314634,1248672534319754,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,84,27,"gemm_prefetch",84,1248672534398835,1248672534402715,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,85,27,"gemm_prefetch",85,1248672534456990,1248672534460830,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,86,27,"gemm_prefetch",86,1248672534516316,1248672534520956,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,87,27,"gemm_prefetch",87,1248672534576356,1248672534581796,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,88,27,"gemm_prefetch",88,1248672534635356,1248672534639916,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,89,27,"gemm_prefetch",89,1248672534698517,1248672534704077,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,90,27,"gemm_prefetch",90,1248672534760277,1248672534765437,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,91,27,"gemm_prefetch",91,1248672534819838,1248672534825238,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,92,27,"gemm_prefetch",92,1248672534878158,1248672534883718,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,93,27,"gemm_prefetch",93,1248672534938278,1248672534943398,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,94,27,"gemm_prefetch",94,1248672534996479,1248672535001559,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,95,27,"gemm_prefetch",95,1248672535056999,1248672535062159,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,96,27,"gemm_prefetch",96,1248672535117159,1248672535122599,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,97,27,"gemm_prefetch",97,1248672535181320,1248672535186800,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,98,27,"gemm_prefetch",98,1248672535240120,1248672535245400,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,99,27,"gemm_prefetch",99,1248672535298280,1248672535303520,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,100,27,"gemm_prefetch",100,1248672535357481,1248672535362801,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,101,27,"gemm_prefetch",101,1248672535418401,1248672535423281,36864,0,16,0,32,256,2,1,1024,16,1
"KERNEL_DISPATCH","Agent 2",16,0,3785558,102,27,"gemm_prefetch",102,1248672535477002,1248672535481962,36864,0,16,0,32,256,2,1,1024,16,1
